10.401254700059747, 6.15804176086581e-8
10.94755594485628, 6.100709906605962e-8
11.52255036741573, 6.084888632481787e-8
12.127745008876996, 6.016235710912215e-8
12.764726064142023, 6.011735504097768e-8
13.435163039239601, 5.939308893424948e-8
14.140813127044758, 5.927261308404015e-8
14.88352581282249, 5.8510610086279625e-8
15.665247721666772, 5.8465608018135104e-8
16.48802772053974, 5.8458342841023066e-8
17.354022288283453, 5.811144564461916e-8
18.2655011676788, 5.761360088408554e-8
19.22485331436531, 5.76063357069735e-8
20.234593158213972, 5.741038607469931e-8
21.297367193563787, 5.676159375003602e-8
22.41596091559482, 5.6754328572923985e-8
23.593306121017914, 5.674706339581195e-8
24.832488592215725, 5.5985060398051315e-8
26.136756184975, 5.590232143887442e-8
27.509527341008045, 5.606487227140829e-8
29.080997273726428, 5.6176881150616096e-8
30.45490803946021, 5.552481528789634e-8
32.075796865599216, 5.5043049127712866e-8
33.760502053658605, 5.511125773266558e-8
35.53369238777892, 5.602854638584799e-8
37.549494991347856, 5.6750294984332524e-8
39.32512776197328, 5.647688372489811e-8
41.51632177688404, 5.680522609212371e-8
43.523519410882116, 5.6729340766796104e-8
45.898400181783344, 5.582240449064179e-8
48.50621644021926, 5.720257142500044e-8
50.816857171647875, 5.7896457758324425e-8
53.58346797183107, 5.7649037335841725e-8
56.371573320341966, 5.8121285406361194e-8
59.28635606615625, 5.8012555175994684e-8
62.400231367970136, 5.889210693814461e-8
65.6776555879268, 5.931755811153779e-8
69.12721874522514, 6.052991331269749e-8
72.75796202945808, 6.18003114462547e-8
76.57940149726801, 6.159950992799065e-8
80.6015530136125, 6.30045029728969e-8
84.83495850301152, 6.262463092170978e-8
89.29071357957851, 6.338854606776762e-8
93.98049662825376, 6.466433518575803e-8
98.91659941346067, 6.605333497684573e-8
104.11195929540868, 6.736686098586863e-8
109.58019313848152, 6.868038699489147e-8
115.33563300058331, 7.014486056804403e-8
121.3933636969821, 7.145838657706687e-8
127.76926233710655, 7.428138822738685e-8
134.4800399379181, 7.782139080732278e-8
141.54328522292678, 8.124818271416152e-8
148.9775107216477, 8.471271151203264e-8
156.80220129032094, 8.821497720093625e-8
165.0378651810673, 9.167950599880737e-8
173.70608779333165, 9.58610357262946e-8
182.829588248492, 1.0208035756953283e-7
192.4322789359159, 1.0856383764999811e-7
202.53932818653365, 1.1500958083943097e-7
213.17722623819105, 1.2141758713783129e-7
224.37385466567548, 1.2790106721829652e-7
236.15855945739156, 1.3495060066424814e-7
248.5622279302143, 1.427548719308483e-7
261.61736968411196, 1.50785564543643e-7
275.35820180872116, 1.5858983581024316e-7
289.82073856519315, 1.6665826531407028e-7
303.3711416919698, 1.7162174908555593e-7
321.0645401866642, 1.7637985284621216e-7
337.9276940101155, 1.7920285449653198e-7
355.6765450105516, 1.8206359303788438e-7
374.35761233246575, 1.8484885779717182e-7
394.0198584281326, 1.8586048867793528e-7
414.7148173865551, 1.8585322350082324e-7
436.496730002592, 1.858459583237112e-7
459.4226859402603, 1.8583869314659911e-7
484.43936192193985, 1.8598288256158787e-7
508.9502364219248, 1.9065448484452556e-7
535.6816410182561, 1.942699612065264e-7
563.817049268689, 1.9811185891472182e-7
593.4302031366763, 2.0157638771259294e-7
624.5987177074777, 2.0473902138220468e-7
657.4042846147031, 2.07863918160784e-7
691.932886151355, 2.1102655183039578e-7
728.2750206265329, 2.1267970985871043e-7
766.5259395584765, 2.1372907763050632e-7
806.7858973256127, 2.1489165607539944e-7
849.1604139299164, 2.170353936871357e-7
893.7605515613095, 2.2076408072223382e-7
940.7032056879486, 2.2460597843042923e-7
978.6591603865587, 2.2751868400310782e-7
